Player,Team,Position,Apps,Mins,Goals,Assists,YelCard,RedCard,SpG,PS,AerialsWon,MotM,Ratting
Iddrisu Baba,"Mallorca,",", DMC",6(5),547,-,-,2,-,0.1,85.2,0.6,-,6.31
Angelo Stiller,"Hoffenheim,",", DMC",1(9),235,-,1,-,-,0.2,79.3,0.6,-,6.31
Pavel Kaderábek,"Hoffenheim,",", D(R),M(LR)",5(8),596,1,-,-,-,0.2,70,0.5,-,6.31
Pascal Stenzel,"Stuttgart,",", D(CR),M(R)",2(7),224,-,1,-,-,0.2,77.2,-,-,6.31
Scott McKenna,"Nottingham Forest,",", D(C)",14,1260,-,-,4,-,0.1,81.2,1.7,-,6.31
Kevin Kampl,"RBL,",", M(CLR)",9(6),722,-,-,4,-,0.3,91.2,0.2,-,6.31
Rasmus Højlund,"Atalanta,",", Forward",4(7),433,1,1,1,-,1.1,76.6,0.9,-,6.31
Luka Milivojevic,"Crystal Palace,",", DMC",2(7),274,-,-,-,-,0.6,83.4,0.6,-,6.31
Borja Mayoral,"Getafe,",", FW",14,1116,1,-,2,-,1.2,74.9,0.9,-,6.31
Davie Selke,"Hertha Berlin,",", FW",3(10),276,1,1,1,-,0.5,62.1,1.7,-,6.31
Nélson Semedo,"Wolves,",", D(LR),M(R)",8(5),679,-,1,3,1,0.1,81.8,0.5,-,6.31
Samuel Moutoussamy,"Nantes,",", M(CL)",10(3),832,-,1,4,-,1.1,85.6,0.4,-,6.31
Théo Bongonda,"Cadiz,",", AM(LR)",5(4),447,1,-,-,-,0.8,78.8,0.3,-,6.31
Enzo Ebosse,"Udinese,",", D(C)",7(6),760,-,-,3,-,0.2,83.4,1,-,6.31
Papu Gómez,"Sevilla,",", M(CLR),FW",6(6),647,-,1,4,-,1.3,91.3,0.2,-,6.31
Amadou Haidara,"RBL,",", M(CLR)",4(9),465,1,1,2,-,0.8,83,0.4,-,6.31
Shandon Baptiste,"Brentford,",", AM(C)",4(8),428,-,-,1,-,0.2,84.3,0.3,-,6.31
Bonke Innocent,"Lorient,",", DMC",7(6),612,-,1,2,-,0.2,90.8,0.3,-,6.31
Agustín Álvarez Martínez,"Sassuolo,",", Forward",0(10),163,1,1,1,-,1.1,87.2,0.6,-,6.31
Milan Djuric,"Verona,",", FW",2(9),277,-,-,2,-,0.3,49.5,4.3,-,6.30
Florian Dietz,"FC Koln,",", Forward",4(7),394,1,-,1,-,1.5,55.1,2.2,-,6.30
Gumbau,"Elche,",", DMC",9(4),834,-,3,5,-,0.6,84.1,0.4,-,6.30
Jordi Osei-Tutu,"Bochum,",", D(R),M(LR)",5(8),495,-,-,1,-,0.7,75,0.2,-,6.30
Alfred Duncan,"Fiorentina,",", DMC",2(7),285,-,-,-,-,0.1,79.1,0.3,-,6.30
Óscar Mingueza,"Celta Vigo,",", D(CR)",4(6),475,-,-,2,-,0.3,84.4,0.3,-,6.30
Ronaldo Vieira,"Sampdoria,",", DMC",5(6),531,-,-,1,-,0.2,91.1,0.6,-,6.30
Sebastian Polter,"Schalke,",", AM(R),FW",4(10),458,1,2,2,-,0.4,56.9,1.9,-,6.30
Islam Slimani,"Brest,",", FW",10(1),837,1,1,4,-,1.2,73.1,1.8,-,6.30
Sven Michel,"Union Berlin,",", AM(L),FW",0(11),220,3,-,2,-,0.5,62.2,1.2,-,6.30
Sebastian Rudy,"Hoffenheim,",", D(R),M(CR)",1(9),243,-,1,-,-,-,80.3,-,-,6.29
Fran Beltrán,"Celta Vigo,",", DMC",13(1),1126,-,1,1,-,0.8,92.4,0.5,-,6.29
Iván Alejo,"Cadiz,",", AM(R)",8(4),660,-,1,5,-,0.7,70.1,1.2,-,6.29
Tanguy Nianzou,"Sevilla,",", D(C)",8(2),643,-,-,-,1,0.3,91.2,1,-,6.29
Federico Di Francesco,"Lecce,",", M(LR),FW",8(7),654,1,1,4,-,0.6,70.9,0.2,-,6.29
Mitchel Bakker,"Leverkusen,",", D(L),M(L)",9(4),765,1,1,1,1,0.5,76.8,0.5,-,6.29
Omar Mascarell,"Elche,",", DMC",12,1016,-,-,3,-,0.2,86.4,0.8,-,6.29
Mikkel Damsgaard,"Brentford,",", AM(CL)",1(8),261,-,-,2,-,0.3,74.1,0.1,-,6.29
Marcus Coco,"Nantes,",", M(LR),FW",3(6),215,-,-,-,-,0.3,76.8,0.8,-,6.29
Ivan Rakitic,"Sevilla,",", M(C)",6(5),524,-,-,1,1,0.7,82.6,0.6,-,6.28
Stuart Armstrong,"Southampton,",", AM(CLR)",7(7),690,1,-,2,-,0.9,81.8,0.4,-,6.28
Jesús Navas,"Sevilla,",", D(R),M(R)",6(5),624,-,-,3,-,0.5,81,0.4,-,6.28
Valery Fernández,"Girona,",", M(L)",4(5),397,-,1,1,-,0.4,88.6,-,-,6.28
Thorgan Hazard,"Borussia Dortmund,",", M(CLR),FW",2(12),455,-,-,1,-,0.6,80,0.3,-,6.28
Andreas Bruus,"Troyes,",", D(R)",5(4),505,-,1,2,-,0.2,73.6,-,-,6.28
Enzo Millot,"Stuttgart,",", Midfielder",3(8),350,-,-,2,-,0.5,84.1,0.2,-,6.27
Julian Jeanvier,"Auxerre,",", D(C)",9,728,1,-,1,1,0.4,88.5,0.8,-,6.27
Khalil Fayad,"Montpellier,",", Midfielder",4(5),326,-,1,-,1,0.4,82.3,0.2,-,6.27
Cyriel Dessers,"Cremonese,",", FW",11(2),865,2,1,1,-,2.1,63.2,0.4,-,6.27
Ezequiel Ponce,"Elche,",", AM(L),FW",4(9),506,2,-,2,-,0.9,73.7,1.2,-,6.27
Clément Grenier,"Mallorca,",", M(CL)",4(6),404,-,-,6,-,0.2,80.2,-,-,6.27
Djené Dakonam,"Getafe,",", D(C)",12,1004,-,-,4,-,0.2,84.2,1.2,-,6.27
Keidi Bare,"Espanyol,",", DMC",3(8),328,-,-,-,-,0.4,84.8,0.4,-,6.27
Yves Bissouma,"Tottenham,",", M(C)",6(8),602,-,-,3,-,0.4,91.6,0.1,-,6.27
Angelo Fulgini,"Mainz,",", AM(CLR),FW",5(9),490,-,1,-,-,0.4,82.3,0.3,-,6.27
Yannik Keitel,"Freiburg,",", DMC",4(7),345,-,1,2,-,-,83.1,0.5,-,6.27
Tanguy Ndombélé,"Napoli,",", M(C)",6(7),467,-,-,2,-,0.9,89.5,0.3,-,6.26
Léo Leroy,"Montpellier,",", DMC",2(7),251,-,-,3,-,0.4,71.2,0.8,-,6.26
Gonzalo Escalante,"Cremonese,",", DMC",7(2),556,-,1,-,1,0.7,77.6,1,-,6.26
Andrea Petagna,"Monza,",", FW",6(4),534,1,1,-,-,0.8,73.8,0.5,-,6.26
Armando Broja,"Chelsea,",", FW",2(10),290,1,-,-,-,0.5,62.3,0.8,-,6.26
Brian Ocampo,"Cadiz,",", M(L)",7(3),562,-,-,1,-,0.5,77.4,0.5,-,6.26
Emre Can,"Borussia Dortmund,",", D(CLR),DMC",3(7),394,-,-,4,-,0.3,88.8,0.5,-,6.26
Neal Maupay,"Everton,",", AM(C),FW",6(4),554,1,-,1,-,1.3,82.1,0.5,-,6.26
Gonçalo Paciência,"Celta Vigo,",", FW",3(7),328,1,-,1,1,1.5,56.3,1.4,-,6.26
José Mari,"Cadiz,",", DMC",2(8),282,-,-,1,-,0.2,80.9,0.3,-,6.26
Marvin Schwäbe,"FC Koln,",", GK",15,1350,-,-,-,-,-,79.4,0.1,1,6.26
Gauthier Hein,"Auxerre,",", AM(R)",8(6),672,1,-,-,-,0.7,89.3,0.1,-,6.26
Iké Ugbo,"Troyes,",", FW",5(8),385,1,1,-,-,0.5,72.7,0.2,-,6.26
Jim Allevinah,"Clermont Foot,",", AM(LR)",5(8),542,1,-,1,-,0.9,83.2,0.2,-,6.25
Dion Lopy,"Reims,",", DMC",8(3),608,-,-,2,2,0.5,84.1,0.6,-,6.25
Erhan Masovic,"Bochum,",", D(C)",7(5),719,-,-,-,-,0.1,83.6,1.2,-,6.25
Pablo Sarabia,"PSG,",", D(L),M(CLR),FW",3(9),314,-,-,1,-,0.3,83.6,-,-,6.25
Oliver Burke,"Werder Bremen,",", AM(LR),FW",1(13),242,2,-,-,-,0.6,72.2,0.5,-,6.25
Christian Pulisic,"Chelsea,",", M(CLR),FW",3(10),415,1,1,1,-,0.8,82.8,0.3,-,6.25
Valerio Verre,"Sampdoria,",", AM(CL),FW",3(11),426,-,-,5,-,0.7,77.1,0.5,-,6.25
Dyego Sousa,"Almeria,",", FW",2(8),302,-,1,1,-,0.8,69.6,1.2,-,6.25
Kieran Tierney,"Arsenal,",", D(CL),M(L)",3(9),346,-,-,-,-,0.4,77.7,-,-,6.25
Lucas Alario,"Eintracht Frankfurt,",", FW",2(8),234,1,-,-,-,0.8,70.9,0.8,-,6.25
Kingsley Ehizibue,"Udinese,",", D(R),M(R)",2(9),339,-,-,2,-,0.2,75.3,0.5,-,6.25
Luca Kilian,"FC Koln,",", D(C)",13,1099,1,-,1,2,0.3,86.2,1.7,-,6.24
Jon Moncayola,"Osasuna,",", DMC",9(5),873,-,-,2,-,1.2,85,0.3,-,6.24
Liam Henderson,"Empoli,",", AM(C)",7(6),600,-,1,4,-,0.4,80.1,0.2,-,6.24
Matthis Abline,"Rennes,",", Forward",0(10),96,1,-,-,-,0.6,50,0.1,-,6.24
Cédric Hountondji,"Angers,",", D(C)",15,1338,-,-,2,-,0.4,87.4,1.1,-,6.24
Nicolò Zaniolo,"Roma,",", AM(CR),FW",10(1),772,1,-,3,-,2,69,0.4,-,6.24
Taiwo Awoniyi,"Nottingham Forest,",", FW",6(7),512,3,-,-,-,1.2,78.3,0.5,-,6.24
Birger Meling,"Rennes,",", D(LR),DMC",2(7),276,-,-,1,1,-,84.6,0.9,-,6.24
Cédric Avinel,"AC Ajaccio,",", D(C)",8(1),696,1,-,1,1,0.2,84.4,1.4,1,6.24
Jens Stage,"Werder Bremen,",", M(C)",6(8),560,-,1,-,-,0.3,62.1,0.6,-,6.24
Daniel Caligiuri,"Augsburg,",", D(R),M(CLR),FW",2(8),255,1,-,1,-,0.5,62.8,0.2,-,6.24
Ismaël Diallo,"AC Ajaccio,",", D(L)",10(2),927,-,-,3,-,0.1,77.8,0.8,-,6.24
Achraf Dari,"Brest,",", D(C)",8(2),720,1,-,1,-,0.4,81.6,2,-,6.24
Helibelton Palacios,"Elche,",", D(R)",8(1),707,-,-,3,-,0.3,81.3,0.7,-,6.24
Adrien Tameze,"Verona,",", M(C)",12(2),1061,-,-,1,-,0.4,74.9,0.9,-,6.24
Kaan Ayhan,"Sassuolo,",", D(CR),DMC",5(5),543,-,-,1,-,0.1,86.9,0.3,-,6.24
Chris Wood,"Newcastle,",", FW",2(12),265,1,-,-,-,0.4,63.2,1.1,-,6.24
Lilian Egloff,"Stuttgart,",", Midfielder",2(7),231,-,-,1,-,0.9,62.3,0.1,-,6.23
Brennan Johnson,"Nottingham Forest,",", AM(CLR),FW",13(2),1189,2,-,2,-,1.3,61.3,0.7,-,6.23
Dimitri Foulquier,"Valencia,",", D(CLR),M(R)",2(7),283,-,1,2,-,0.1,67.3,0.7,-,6.23
Erik Botheim,"Salernitana,",", Forward",3(11),326,1,1,1,-,0.3,65.4,0.9,-,6.23
Jaidon Anthony,"Bournemouth,",", AM(L)",1(9),265,2,-,-,-,0.6,72.1,0.4,-,6.23
Domagoj Bradaric,"Salernitana,",", D(L),M(L)",4(6),501,-,1,1,-,0.4,84.5,0.4,-,6.23
Florent Ogier,"Clermont Foot,",", D(C)",7(2),670,-,1,2,-,0.2,84.6,1.6,-,6.23
Michel Aebischer,"Bologna,",", AM(CR)",7(6),623,1,-,2,-,0.7,83.3,0.4,-,6.23
Javi Hernández,"Girona,",", Defender",4(6),364,-,1,1,-,0.4,85.4,0.4,-,6.23
Arnaut Danjuma,"Villarreal,",", AM(L),FW",6(3),478,2,-,-,-,0.9,72.8,-,-,6.23
Rayan Raveloson,"Auxerre,",", DMC",8(5),726,-,-,-,-,0.8,87,0.6,-,6.23
Raúl Guti,"Elche,",", DMC",8(3),622,-,-,1,-,0.5,85.6,0.2,-,6.23
Anthony Lozano,"Cadiz,",", AM(L),FW",8(4),757,-,-,2,-,1.1,67.9,2.7,-,6.22
Kristoffer Askildsen,"Lecce,",", M(C)",6(6),503,-,-,2,-,0.8,68.8,0.9,-,6.22
Moussa Diarra,"Toulouse,",", D(C)",5(6),551,-,-,-,-,0.1,84.9,0.5,-,6.22
Tom Cairney,"Fulham,",", M(CR)",1(14),330,-,-,-,-,0.5,89.6,0.2,-,6.22
Kingsley Schindler,"FC Koln,",", D(R),M(R),FW",3(11),480,-,-,3,-,-,66.3,0.9,-,6.22
Radamel Falcao,"Rayo Vallecano,",", FW",3(9),398,2,-,2,-,1.1,73.4,1,-,6.22
Rafael Borré,"Eintracht Frankfurt,",", FW",4(10),400,1,1,-,-,0.7,74.8,0.3,-,6.22
Vasilios Lampropoulos,"Bochum,",", D(C)",5(4),475,-,-,1,-,0.4,67.4,1,-,6.22
Luca Pfeiffer,"Stuttgart,",", FW",4(7),404,-,-,1,1,0.8,61.5,2,-,6.22
Sergi Guardiola,"Real Valladolid,",", FW",6(5),381,-,-,-,-,0.9,59.5,0.7,-,6.22
Carles Pérez,"Celta Vigo,",", AM(CR),FW",7(7),599,-,2,1,-,0.9,89.8,0.1,-,6.22
Lorenzo De Silvestri,"Bologna,",", D(R),M(R)",5(4),517,-,-,1,-,0.4,68.4,1,-,6.22
Ibrahima Koné,"Lorient,",", FW",2(12),294,2,-,2,-,0.2,59.2,1.6,-,6.22
M'Baye Niang,"Auxerre,",", AM(LR),FW",7(3),561,2,-,1,2,1.3,65,3.2,-,6.22
Pietro Pellegri,"Torino,",", FW",4(7),370,1,-,2,-,0.5,76.4,0.7,-,6.21
Toma Basic,"Lazio,",", M(C)",3(8),274,-,-,1,-,0.5,81.3,0.5,-,6.21
Ondrej Duda,"FC Koln,",", AM(C),FW",9(4),694,-,-,4,-,0.9,77.3,0.4,-,6.21
Robin Gosens,"Inter,",", D(L),M(CL)",1(11),235,1,-,1,-,0.3,84,0.2,-,6.21
Tommaso Augello,"Sampdoria,",", D(L)",12(2),1090,-,2,1,-,0.2,78.2,1.1,-,6.21
Yayah Kallon,"Verona,",", Forward",3(9),404,1,-,-,-,0.7,73.1,0.3,-,6.21
Lucas Pérez,"Cadiz,",", AM(CR),FW",5(8),589,2,-,2,-,1.2,83.4,0.2,-,6.20
Benjamin Lecomte,"Espanyol,",", GK",10,900,-,-,1,1,-,63.2,-,1,6.20
Jean-Philippe Mateta,"Crystal Palace,",", FW",2(9),276,1,-,2,-,1,67.2,0.9,-,6.20
Hugo Duro,"Valencia,",", AM(L),FW",4(6),390,1,-,-,-,1.1,74.7,0.4,-,6.20
Mattia Destro,"Empoli,",", FW",6(4),459,1,-,2,-,1.8,55.2,0.6,-,6.20
Rodrigo Battaglia,"Mallorca,",", M(C)",7(4),594,-,-,5,-,0.2,83.3,0.8,-,6.20
Antonio Sánchez,"Mallorca,",", AM(CR)",7(7),579,-,-,4,-,0.6,81.7,0.3,-,6.20
Rubén Alcaraz,"Cadiz,",", DMC",5(5),513,-,-,3,1,0.9,79.2,0.7,-,6.20
Abdou Harroui,"Sassuolo,",", DMC,M(R)",2(10),283,1,-,1,-,0.8,82.4,0.3,-,6.20
Eddie Nketiah,"Arsenal,",", FW",0(12),142,-,-,-,-,0.7,84,0.2,-,6.20
Kelechi Iheanacho,"Leicester,",", AM(C),FW",1(9),211,1,1,-,-,1,81.4,-,-,6.19
Christian Gytkjær,"Monza,",", FW",2(9),331,1,-,-,-,0.8,67.9,0.4,-,6.19
Ryan Gravenberch,"Bayern,",", DMC",0(10),175,-,-,1,-,0.6,85.9,-,-,6.19
Giacomo Quagliata,"Cremonese,",", D(L)",3(9),407,-,-,-,-,0.8,72,-,-,6.19
Kevin Lasagna,"Verona,",", AM(CL),FW",9(4),844,1,2,1,-,2.5,57.8,0.5,-,6.19
Jesse Lingard,"Nottingham Forest,",", AM(CLR),FW",10(3),814,-,-,1,-,0.8,80,0.1,-,6.19
Arne Maier,"Augsburg,",", M(C)",6(5),530,-,-,-,-,0.8,75.8,0.4,-,6.19
Dimitrios Nikolaou,"Spezia,",", D(C)",13(1),1149,-,-,3,1,0.4,81.5,0.6,-,6.19
Jacob Bruun Larsen,"Hoffenheim,",", AM(CL),FW",3(8),290,1,-,-,-,0.5,75,0.2,-,6.19
Shon Weissman,"Real Valladolid,",", FW",5(6),559,1,-,-,-,1.3,77.4,0.4,-,6.19
Aleix Vidal,"Espanyol,",", D(R),M(LR)",4(5),448,-,-,3,-,0.2,77.1,0.2,-,6.19
Silvère Ganvoula,"Bochum,",", FW",0(9),146,-,-,1,-,0.8,58.3,1.4,-,6.19
Ibrahima Diallo,"Southampton,",", DMC",6(3),452,-,-,1,-,0.3,80.1,0.9,-,6.19
Daniel Ciofani,"Cremonese,",", FW",2(10),238,2,-,-,-,0.8,54.7,1.3,-,6.18
Nicolás Melamed,"Espanyol,",", AM(L)",3(6),176,-,-,2,-,0.3,83.6,0.2,-,6.18
Jordan Larsson,"Schalke,",", AM(CR),FW",3(6),336,-,-,-,-,1,74.4,0.7,-,6.17
Tete Morente,"Elche,",", AM(CLR)",8(3),719,-,-,3,-,1,84.7,0.5,-,6.17
Igor Julio,"Fiorentina,",", D(C),M(L)",8(2),724,-,-,2,1,0.2,90.6,1.6,-,6.17
Emmanuel Dennis,"Nottingham Forest,",", M(LR),FW",3(6),342,1,1,2,-,0.9,73.8,0.6,-,6.16
Ismail Jakobs,"Monaco,",", D(L),M(L)",3(9),334,-,-,1,-,0.3,76.3,0.8,-,6.16
Sada Thioub,"Angers,",", M(LR)",4(10),418,-,1,2,-,0.2,82.9,0.1,-,6.16
Tariq Lamptey,"Brighton,",", D(R),M(R)",0(11),181,-,-,1,-,0.1,81.7,0.1,-,6.16
Emmanuel Gyasi,"Spezia,",", M(LR),FW",13,1045,-,-,4,-,1.3,81.1,0.5,-,6.16
Youssouf M'Changama,"Auxerre,",", M(C)",3(8),294,-,-,-,-,0.2,87.1,0.1,-,6.16
Mohamed Bayo,"Lille,",", FW",2(7),211,-,-,-,-,0.7,56.8,0.4,-,6.16
Youssef En-Nesyri,"Sevilla,",", FW",2(8),354,-,-,1,-,1.6,56.6,1.5,-,6.16
Rémy Dugimont,"Auxerre,",", Forward",0(10),101,-,1,1,-,0.4,67.8,0.8,-,6.16
Francesco Caputo,"Sampdoria,",", FW",13(2),1100,1,-,-,-,1.3,71.9,0.4,-,6.16
Matteo Cancellieri,"Lazio,",", Forward",1(12),184,-,-,1,-,0.3,76.9,0.3,-,6.15
Salvi Sánchez,"Rayo Vallecano,",", AM(R)",3(7),259,-,-,2,-,0.2,60.5,0.1,-,6.15
Hwang Hee-Chan,"Wolves,",", AM(CLR),FW",3(8),322,-,1,-,-,0.5,72.7,0.1,-,6.15
Abdallah Sima,"Angers,",", AM(R),FW",6(6),554,-,-,-,-,0.7,74.3,1.3,-,6.15
Joe Gelhardt,"Leeds,",", FW",1(10),162,-,1,1,-,0.7,76.5,0.5,-,6.15
Fede San Emeterio,"Cadiz,",", DMC",11(2),797,-,-,4,-,0.2,81.4,0.7,-,6.15
Jaime Seoane,"Getafe,",", M(C)",2(7),274,-,-,-,-,0.1,81.7,0.1,-,6.14
Billal Brahimi,"Nice,",", Forward",3(7),323,-,2,-,-,0.3,85.3,0.1,-,6.14
Mateusz Klich,"Leeds,",", M(C)",0(11),188,-,-,1,-,0.3,75,0.1,-,6.14
Andrea Belotti,"Roma,",", FW",2(10),360,-,-,-,-,0.8,69.6,0.5,-,6.14
Raoul Bellanova,"Inter,",", M(R)",0(9),107,-,-,-,-,0.2,89.8,0.1,-,6.13
Kristijan Bistrovic,"Lecce,",", DMC",5(5),436,-,-,-,-,0.7,80.4,0.2,-,6.13
Manolo Gabbiadini,"Sampdoria,",", AM(CLR),FW",5(8),573,1,1,2,-,1.7,67.9,1.2,-,6.13
Domingos Quina,"Elche,",", M(CL)",2(7),262,-,-,1,-,0.7,84.6,-,-,6.12
Kenan Karaman,"Schalke,",", AM(CLR),FW",4(5),358,-,-,2,-,1.3,68.5,1.3,-,6.12
Josan,"Elche,",", D(R),M(R)",3(9),389,1,-,3,-,0.2,81.6,0.3,-,6.12
Willian José,"Real Betis,",", FW",2(8),264,-,-,-,-,0.8,82.9,0.6,-,6.12
Sébastien Corchia,"Nantes,",", D(R),M(R)",2(11),362,-,-,1,-,0.1,75.8,0.2,-,6.12
Florent Mollet,"Schalke,",", AM(CLR)",4(5),408,1,-,1,-,1.2,78,0.1,-,6.11
Patrick Bamford,"Leeds,",", AM(CLR),FW",4(6),429,-,1,-,-,1.7,74.7,0.6,-,6.11
Kevin Spadanuda,"AC Ajaccio,",", M(L)",6(4),464,-,-,2,-,0.3,80.4,0.1,-,6.11
Batista Mendy,"Angers,",", D(C),DMC",13,1039,-,-,4,1,0.2,84.4,0.7,-,6.11
Nils Petersen,"Freiburg,",", FW",0(12),151,-,-,-,-,0.3,52.9,0.3,-,6.11
Patrick Osterhage,"Bochum,",", M(C)",3(7),337,-,-,-,-,0.2,66.9,0.4,-,6.10
Danny Latza,"Schalke,",", M(C)",1(8),178,-,-,1,-,0.2,75.9,0.4,-,6.10
Enzo Roco,"Elche,",", D(C)",10(1),798,-,-,2,-,0.4,85.5,1.4,-,6.09
Albin Ekdal,"Spezia,",", M(C)",5(6),493,-,1,1,1,0.5,71.4,0.5,-,6.08
Ado Onaiwu,"Toulouse,",", Forward",0(12),279,-,1,-,-,0.6,78.2,0.9,-,6.08
Francisco Portillo,"Almeria,",", M(CLR)",1(9),196,-,-,-,-,-,81.8,0.1,-,6.08
Gonzalo Villar,"Sampdoria,",", DMC",8(6),659,-,-,2,-,0.1,84.3,0.6,-,6.08
Delano Burgzorg,"Mainz,",", AM(L)",0(10),204,-,1,2,-,0.4,78.9,-,-,6.07
Fabio Quagliarella,"Sampdoria,",", FW",2(10),324,-,-,2,-,1.4,70,0.4,-,6.06
Portu,"Getafe,",", M(CLR),FW",3(8),378,-,-,-,1,0.5,79.2,0.3,-,6.05
Carlos Vinícius,"Fulham,",", FW",3(6),325,-,-,1,-,0.6,58.6,0.4,-,6.05
Karamoko Dembele,"Brest,",", Forward",0(9),92,-,-,-,-,0.4,67.4,-,-,6.04
Abdón Prats,"Mallorca,",", FW",1(9),130,-,-,-,-,0.5,76.5,0.1,-,6.04
Oier Zarraga,"Athletic Bilbao,",", M(CR)",1(8),219,-,-,1,-,0.8,87.2,0.3,-,6.04
Irvin Cardona,"Brest,",", AM(L),FW",1(9),225,-,-,-,-,0.4,58.9,0.4,-,6.04
Kévin Biakolo,"Toulouse,",", Midfielder",3(7),298,-,-,1,-,0.1,80.9,0.2,-,6.04
Patrick Herrmann,"Borussia M.Gladbach,",", M(LR),FW",0(13),107,1,-,2,-,0.5,70,0.1,-,6.01
Mikael Ellertsson,"Spezia,",", Midfielder",1(10),164,-,-,3,-,0.2,64.9,0.2,-,5.98
