Player,Team,Position,Apps,Mins,Goals,Assists,YelCard,RedCard,SpG,PS,AerialsWon,MotM,Ratting
Dimitrios Nikolaou,Spezia,D(C),13,1149,0,0,3,1,0.4,81.5,0.6,0,6.19
Jacob Bruun Larsen,Hoffenheim,"AM(CL),FW",3,290,1,0,0,0,0.5,75.0,0.2,0,6.19
Shon Weissman,Real Valladolid,FW,5,559,1,0,0,0,1.3,77.4,0.4,0,6.19
Aleix Vidal,Espanyol,"D(R),M(LR)",4,448,0,0,3,0,0.2,77.1,0.2,0,6.19
Silvère Ganvoula,Bochum,FW,0,146,0,0,1,0,0.8,58.3,1.4,0,6.19
Ibrahima Diallo,Southampton,DMC,6,452,0,0,1,0,0.3,80.1,0.9,0,6.19
Daniel Ciofani,Cremonese,FW,2,238,2,0,0,0,0.8,54.7,1.3,0,6.18
Nicolás Melamed,Espanyol,AM(L),3,176,0,0,2,0,0.3,83.6,0.2,0,6.18
Jordan Larsson,Schalke,"AM(CR),FW",3,336,0,0,0,0,1.0,74.4,0.7,0,6.17
Tete Morente,Elche,AM(CLR),8,719,0,0,3,0,1.0,84.7,0.5,0,6.17
Igor Julio,Fiorentina,"D(C),M(L)",8,724,0,0,2,1,0.2,90.6,1.6,0,6.17
Emmanuel Dennis,Nottingham Forest,"M(LR),FW",3,342,1,1,2,0,0.9,73.8,0.6,0,6.16
Ismail Jakobs,Monaco,"D(L),M(L)",3,334,0,0,1,0,0.3,76.3,0.8,0,6.16
Sada Thioub,Angers,M(LR),4,418,0,1,2,0,0.2,82.9,0.1,0,6.16
Tariq Lamptey,Brighton,"D(R),M(R)",0,181,0,0,1,0,0.1,81.7,0.1,0,6.16
Emmanuel Gyasi,Spezia,"M(LR),FW",13,1045,0,0,4,0,1.3,81.1,0.5,0,6.16
Youssouf M'Changama,Auxerre,M(C),3,294,0,0,0,0,0.2,87.1,0.1,0,6.16
Mohamed Bayo,Lille,FW,2,211,0,0,0,0,0.7,56.8,0.4,0,6.16
Youssef En-Nesyri,Sevilla,FW,2,354,0,0,1,0,1.6,56.6,1.5,0,6.16
Rémy Dugimont,Auxerre,Forward,0,101,0,1,1,0,0.4,67.8,0.8,0,6.16
Francesco Caputo,Sampdoria,FW,13,1100,1,0,0,0,1.3,71.9,0.4,0,6.16
Matteo Cancellieri,Lazio,Forward,1,184,0,0,1,0,0.3,76.9,0.3,0,6.15
Salvi Sánchez,Rayo Vallecano,AM(R),3,259,0,0,2,0,0.2,60.5,0.1,0,6.15
Hwang Hee-Chan,Wolves,"AM(CLR),FW",3,322,0,1,0,0,0.5,72.7,0.1,0,6.15
Abdallah Sima,Angers,"AM(R),FW",6,554,0,0,0,0,0.7,74.3,1.3,0,6.15
Joe Gelhardt,Leeds,FW,1,162,0,1,1,0,0.7,76.5,0.5,0,6.15
Fede San Emeterio,Cadiz,DMC,11,797,0,0,4,0,0.2,81.4,0.7,0,6.15
Jaime Seoane,Getafe,M(C),2,274,0,0,0,0,0.1,81.7,0.1,0,6.14
Billal Brahimi,Nice,Forward,3,323,0,2,0,0,0.3,85.3,0.1,0,6.14
Mateusz Klich,Leeds,M(C),0,188,0,0,1,0,0.3,75.0,0.1,0,6.14
Andrea Belotti,Roma,FW,2,360,0,0,0,0,0.8,69.6,0.5,0,6.14
Raoul Bellanova,Inter,M(R),0,107,0,0,0,0,0.2,89.8,0.1,0,6.13
Kristijan Bistrovic,Lecce,DMC,5,436,0,0,0,0,0.7,80.4,0.2,0,6.13
Manolo Gabbiadini,Sampdoria,"AM(CLR),FW",5,573,1,1,2,0,1.7,67.9,1.2,0,6.13
Domingos Quina,Elche,M(CL),2,262,0,0,1,0,0.7,84.6,0.0,0,6.12
Kenan Karaman,Schalke,"AM(CLR),FW",4,358,0,0,2,0,1.3,68.5,1.3,0,6.12
Josan,Elche,"D(R),M(R)",3,389,1,0,3,0,0.2,81.6,0.3,0,6.12
Willian José,Real Betis,FW,2,264,0,0,0,0,0.8,82.9,0.6,0,6.12
Sébastien Corchia,Nantes,"D(R),M(R)",2,362,0,0,1,0,0.1,75.8,0.2,0,6.12
Florent Mollet,Schalke,AM(CLR),4,408,1,0,1,0,1.2,78.0,0.1,0,6.11
Patrick Bamford,Leeds,"AM(CLR),FW",4,429,0,1,0,0,1.7,74.7,0.6,0,6.11
Kevin Spadanuda,AC Ajaccio,M(L),6,464,0,0,2,0,0.3,80.4,0.1,0,6.11
Batista Mendy,Angers,"D(C),DMC",13,1039,0,0,4,1,0.2,84.4,0.7,0,6.11
Nils Petersen,Freiburg,FW,0,151,0,0,0,0,0.3,52.9,0.3,0,6.11
Patrick Osterhage,Bochum,M(C),3,337,0,0,0,0,0.2,66.9,0.4,0,6.1
Danny Latza,Schalke,M(C),1,178,0,0,1,0,0.2,75.9,0.4,0,6.1
Enzo Roco,Elche,D(C),10,798,0,0,2,0,0.4,85.5,1.4,0,6.09
Albin Ekdal,Spezia,M(C),5,493,0,1,1,1,0.5,71.4,0.5,0,6.08
Ado Onaiwu,Toulouse,Forward,0,279,0,1,0,0,0.6,78.2,0.9,0,6.08
Francisco Portillo,Almeria,M(CLR),1,196,0,0,0,0,0.0,81.8,0.1,0,6.08
Gonzalo Villar,Sampdoria,DMC,8,659,0,0,2,0,0.1,84.3,0.6,0,6.08
Delano Burgzorg,Mainz,AM(L),0,204,0,1,2,0,0.4,78.9,0.0,0,6.07
Fabio Quagliarella,Sampdoria,FW,2,324,0,0,2,0,1.4,70.0,0.4,0,6.06
Portu,Getafe,"M(CLR),FW",3,378,0,0,0,1,0.5,79.2,0.3,0,6.05
Carlos Vinícius,Fulham,FW,3,325,0,0,1,0,0.6,58.6,0.4,0,6.05
Karamoko Dembele,Brest,Forward,0,92,0,0,0,0,0.4,67.4,0.0,0,6.04
Abdón Prats,Mallorca,FW,1,130,0,0,0,0,0.5,76.5,0.1,0,6.04
Oier Zarraga,Athletic Bilbao,M(CR),1,219,0,0,1,0,0.8,87.2,0.3,0,6.04
Irvin Cardona,Brest,"AM(L),FW",1,225,0,0,0,0,0.4,58.9,0.4,0,6.04
Kévin Biakolo,Toulouse,Midfielder,3,298,0,0,1,0,0.1,80.9,0.2,0,6.04
Patrick Herrmann,Borussia M.Gladbach,"M(LR),FW",0,107,1,0,2,0,0.5,70.0,0.1,0,6.01
Mikael Ellertsson,Spezia,Midfielder,1,164,0,0,3,0,0.2,64.9,0.2,0,5.98
